histeq
buckets,10000
bitflips,16
runs,10
loads,438530
bucket_size,43

Architecture:                       x86_64
CPU op-mode(s):                     32-bit, 64-bit
Address sizes:                      48 bits physical, 48 bits virtual
Byte Order:                         Little Endian
CPU(s):                             256
On-line CPU(s) list:                0-255
Vendor ID:                          AuthenticAMD
Model name:                         AMD EPYC 7763 64-Core Processor
CPU family:                         25
Model:                              1
Thread(s) per core:                 2
Core(s) per socket:                 64
Socket(s):                          2
Stepping:                           1
BogoMIPS:                           4891.11
Flags:                              fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf rapl pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand lahf_lm cmp_legacy svm extapic cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw ibs skinit wdt tce topoext perfctr_core perfctr_nb bpext perfctr_llc mwaitx cpb cat_l3 cdp_l3 invpcid_single hw_pstate ssbd mba ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid cqm rdt_a rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local clzero irperf xsaveerptr rdpru wbnoinvd amd_ppin brs arat npt lbrv svm_lock nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold v_vmsave_vmload vgif v_spec_ctrl umip pku ospke vaes vpclmulqdq rdpid overflow_recov succor smca
Virtualization:                     AMD-V
L1d cache:                          4 MiB (128 instances)
L1i cache:                          4 MiB (128 instances)
L2 cache:                           64 MiB (128 instances)
L3 cache:                           512 MiB (16 instances)
NUMA node(s):                       8
NUMA node0 CPU(s):                  0-15,128-143
NUMA node1 CPU(s):                  16-31,144-159
NUMA node2 CPU(s):                  32-47,160-175
NUMA node3 CPU(s):                  48-63,176-191
NUMA node4 CPU(s):                  64-79,192-207
NUMA node5 CPU(s):                  80-95,208-223
NUMA node6 CPU(s):                  96-111,224-239
NUMA node7 CPU(s):                  112-127,240-255
Vulnerability Gather data sampling: Not affected
Vulnerability Itlb multihit:        Not affected
Vulnerability L1tf:                 Not affected
Vulnerability Mds:                  Not affected
Vulnerability Meltdown:             Not affected
Vulnerability Mmio stale data:      Not affected
Vulnerability Retbleed:             Not affected
Vulnerability Spec store bypass:    Mitigation; Speculative Store Bypass disabled via prctl
Vulnerability Spectre v1:           Mitigation; usercopy/swapgs barriers and __user pointer sanitization
Vulnerability Spectre v2:           Mitigation; Retpolines, IBPB conditional, IBRS_FW, STIBP always-on, RSB filling, PBRSB-eIBRS Not affected
Vulnerability Srbds:                Not affected
Vulnerability Tsx async abort:      Not affected

bucket_id,error_rate=0/32,error_rate=1/32,error_rate=2/32,error_rate=3/32,error_rate=4/32,error_rate=5/32,error_rate=6/32,error_rate=7/32,error_rate=8/32,error_rate=9/32,error_rate=10/32,error_rate=11/32,error_rate=12/32,error_rate=13/32,error_rate=14/32,error_rate=15/32,
6521,0.0,0.76673572,0.9135622590000001,0.9878036619999999,0.9950434659999999,1.0,0.99754001,1.0,1.0,0.992820594,1.0,1.0,1.0,1.0,1.0,1.0,
6721,0.0,0.7329655820000001,0.945369945,0.992878044,0.999979701,0.9935525460000001,1.0,1.0,0.997690246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6471,0.0,0.7911694410000001,0.930508662,0.995607339,1.0,0.9980362279999999,1.0,0.9961947600000001,1.0,0.990259904,1.0,1.0,1.0,1.0,1.0,1.0,
6861,0.0,0.8360484049999999,0.95824847,0.9842718510000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6791,0.0,0.8116929450000001,0.9478392330000001,0.994291524,0.9996112220000001,1.0,0.994145778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6631,0.0,0.76911165,0.959301724,0.9895134800000001,0.9947362399999999,0.998993995,0.9979493789999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6641,0.0,0.7245905720000001,0.908912165,0.980898521,0.995369943,0.9951200549999999,0.987052551,1.0,0.9958404279999999,1.0,1.0,1.0,1.0,0.999566933,1.0,1.0,
7021,0.0,0.8301285970000001,0.9553041270000001,0.999539839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6801,0.0,0.8351219299999999,0.959899665,0.99444892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6911,0.0,0.8045220829999999,0.965686839,0.9780909230000001,0.99730858,1.0,0.998482982,1.0,0.9967193250000002,0.999457797,1.0,1.0,1.0,1.0,1.0,1.0,
6881,0.0,0.75060331,0.9367774690000001,0.9960522319999999,0.9951428159999999,1.0,1.0,1.0,1.0,1.0,0.9946307759999999,1.0,1.0,1.0,1.0,1.0,
7621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6651,0.0,0.731707175,0.921137667,0.9966364219999999,0.996565687,1.0,0.9901382830000001,1.0,0.9977620250000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7011,0.0,0.8087078780000001,0.930989601,1.0,1.0,0.998853937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7001,0.0,0.768435605,0.93420554,0.9758328899999998,0.9950760690000001,1.0,1.0,1.0,0.9992688860000001,0.9972002209999999,1.0,1.0,1.0,1.0,1.0,1.0,
7581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6851,0.0,0.7745919139999999,0.935503784,0.9789010040000001,1.0,0.997413997,1.0,1.0,1.0,0.998382178,1.0,1.0,1.0,1.0,1.0,1.0,
6761,0.0,0.806975117,0.9279842110000001,0.997019721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9952851779999999,1.0,1.0,1.0,1.0,
6731,0.0,0.773056317,0.9459625299999999,0.9979735850000001,0.9922904559999999,1.0,1.0,1.0,1.0,0.992549219,1.0,1.0,1.0,1.0,1.0,1.0,
6661,0.0,0.815980478,0.959737297,0.974487935,0.997344167,0.9984951729999999,1.0,1.0,1.0,0.998493448,1.0,1.0,1.0,0.9954919969999999,1.0,1.0,
6711,0.0,0.78549932,0.957145774,0.9980342600000001,0.993691484,1.0,1.0,1.0,1.0,0.992245928,1.0,1.0,1.0,1.0,1.0,1.0,
6771,0.0,0.84502398,0.946625594,0.995932872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6831,0.0,0.790460301,0.943918247,0.9945645840000001,1.0,1.0,0.996881108,1.0,1.0,1.0,0.995531656,1.0,1.0,1.0,1.0,0.996763724,
6981,0.0,0.8263845700000001,0.9571544490000001,0.999625352,0.999684227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6901,0.0,0.80033853,0.955607719,0.988906424,0.998955185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6921,0.0,0.811051441,0.9587567490000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9974757390000001,
6481,0.0,0.72370045,0.918994734,0.986467473,0.997266557,1.0,0.9973570009999999,1.0,0.995920183,0.997012582,1.0,1.0,0.998943673,1.0,1.0,0.9988751199999999,
6961,0.0,0.8399688879999999,0.9773043629999998,0.9896162969999999,0.9974629970000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6971,0.0,0.7908851309999999,0.9310982250000001,0.998046615,0.9970767590000001,1.0,1.0,1.0,1.0,0.99633816,1.0,0.9960135259999999,1.0,1.0,1.0,1.0,
6941,0.0,0.8272650200000001,0.956946634,0.991538888,1.0,1.0,1.0,1.0,1.0,0.989610352,1.0,0.9981443459999999,1.0,1.0,1.0,1.0,
6931,0.0,0.828535119,0.950916958,1.0,0.998099182,1.0,1.0,1.0,1.0,0.99169146,1.0,1.0,1.0,1.0,1.0,0.9987204930000001,
7631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7061,0.0,0.7540872029999999,0.901546529,0.9891200360000001,0.9905078620000001,0.9955028880000001,0.992747784,1.0,0.9982037890000001,0.979292426,1.0,0.9987259720000001,1.0,1.0,1.0,1.0,
7051,0.0,0.764659696,0.9216513749999999,0.9951801180000001,1.0,0.9957070940000001,1.0,1.0,0.9967414009999999,0.999328429,1.0,1.0,1.0,1.0,1.0,1.0,
6991,0.0,0.823848896,0.949595551,0.9944474079999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6951,0.0,0.8107467159999999,0.950777395,1.0,0.993872599,1.0,1.0,1.0,0.999298151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7131,0.0,0.79474517,0.931471634,0.989808841,1.0,0.9998604999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7111,0.0,0.748937437,0.9464375949999999,0.990574848,0.9996210699999999,0.9928235369999999,0.992326373,1.0,1.0,1.0,1.0,1.0,1.0,0.997209998,1.0,1.0,
6891,0.0,0.7428341310000001,0.933643232,0.9990530100000001,1.0,0.994038866,0.9990637579999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7041,0.0,0.734884791,0.9295635800000002,0.9917869180000001,0.999743657,1.0,1.0,1.0,0.996301669,0.996708373,1.0,1.0,1.0,0.9980723069999999,1.0,1.0,
6871,0.0,0.81090593,0.9396281240000001,0.993626226,0.991126249,1.0,1.0,1.0,1.0,0.994630406,1.0,1.0,1.0,1.0,1.0,1.0,
7071,0.0,0.7953843650000001,0.931690083,0.9912584670000001,0.993969611,0.998608834,0.995675361,1.0,0.9967470930000001,0.994190504,0.9968339870000001,1.0,1.0,1.0,1.0,1.0,
7031,0.0,0.759500937,0.9039461729999999,0.9849905589999999,0.992200846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999741066,1.0,
7101,0.0,0.7927888160000001,0.945798412,0.9910155319999999,0.99489637,0.99833675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7081,0.0,0.7698587410000001,0.925474904,0.994538798,0.99637818,0.99665234,0.993808452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7091,0.0,0.735807391,0.9082322859999999,0.97659605,0.993471364,1.0,0.9926233200000001,1.0,1.0,0.987228966,1.0,1.0,1.0,1.0,1.0,1.0,
7121,0.0,0.7389257569999998,0.9011849429999998,0.98905294,0.997511942,1.0,1.0,1.0,0.9968418480000001,0.987182018,1.0,0.9944041730000001,1.0,1.0,1.0,1.0,
7141,0.0,0.7945871830000001,0.9481626499999999,0.9895421750000001,0.997824055,1.0,1.0,1.0,1.0,0.9844031799999999,1.0,0.9978438839999999,1.0,1.0,1.0,1.0,
7661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5122,0.0,0.776024541,0.9234637909999999,0.9731912680000001,1.0,0.998889153,0.996350284,0.997956401,0.997596137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5142,0.0,0.811259193,0.9030685540000001,0.9732072830000001,0.9984718749999999,1.0,0.999773712,1.0,1.0,1.0,1.0,0.998313843,1.0,1.0,1.0,1.0,
5182,0.0,0.768783161,0.9401789150000001,0.990643196,0.996824334,1.0,0.9888295709999999,0.997548336,0.9985083750000001,1.0,1.0,1.0,0.998545544,1.0,1.0,0.998702142,
5152,0.0,0.775781625,0.924030195,0.9517647119999999,1.0,0.997613125,1.0,1.0,0.9938791339999999,0.99944442,0.9955340899999999,1.0,1.0,0.997604093,1.0,1.0,
5262,0.0,0.824611191,0.9298356940000001,0.9779267629999999,1.0,1.0,1.0,1.0,0.9976840100000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5322,0.0,0.8137892499999999,0.9533378069999999,0.998939976,0.9974666219999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5202,0.0,0.796334682,0.932312396,0.980184869,0.982248388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5212,0.0,0.7733012629999999,0.9400089380000003,0.939984476,0.991100036,0.991519188,1.0,1.0,1.0,1.0,0.997274745,1.0,1.0,1.0,1.0,0.996281111,
5132,0.0,0.8642997659999999,0.9930765950000001,0.9754815929999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5342,0.0,0.789286199,0.956132891,0.9860997319999999,0.9932525809999999,0.9979380970000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5252,0.0,0.7907499769999999,0.9253113470000001,0.9731149099999999,0.9957114810000001,1.0,1.0,1.0,1.0,0.9977058979999999,1.0,1.0,1.0,1.0,1.0,1.0,
5172,0.0,0.776958654,0.9167010229999999,0.988169725,1.0,0.995084555,1.0,1.0,0.996219606,1.0,0.994722056,1.0,1.0,1.0,1.0,1.0,
5192,0.0,0.816148614,0.935418493,0.9936486309999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5382,0.0,0.798114636,0.9070493980000001,0.989535388,0.993682697,1.0,0.9991109469999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5232,0.0,0.8261336010000001,0.939168824,1.0,0.983757486,1.0,1.0,1.0,1.0,0.998198438,1.0,1.0,1.0,1.0,1.0,1.0,
5162,0.0,0.888004037,0.9697616480000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5242,0.0,0.767428897,0.9130091950000001,0.974422966,0.995844155,0.9933569219999999,1.0,1.0,0.9963190479999999,1.0,1.0,1.0,1.0,0.995475252,1.0,1.0,
5312,0.0,0.7688728250000001,0.9206395570000001,0.9926504919999999,1.0,0.9978632879999999,0.998859292,1.0,0.9942023470000001,0.998814994,1.0,1.0,1.0,0.9972841670000001,1.0,1.0,
5352,0.0,0.815374805,0.9544688299999999,0.986321556,0.986652272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5292,0.0,0.795860547,0.931226813,1.0,0.9873833160000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5602,0.0,0.8004647049999999,0.922233138,0.9884131310000001,1.0,1.0,1.0,1.0,0.998218387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5222,0.0,0.7906914090000001,0.9654299400000002,0.9798890159999999,1.0,0.9963867869999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5272,0.0,0.782212428,0.9376467529999999,0.961144829,0.9936446870000001,1.0,0.997146727,1.0,1.0,1.0,1.0,1.0,0.996131243,1.0,1.0,1.0,
7192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5372,0.0,0.803008178,0.9592344260000001,0.978239443,0.992278456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5512,0.0,0.792545964,0.9339518410000001,0.990750905,0.994309,0.994006282,1.0,1.0,1.0,1.0,0.994218356,1.0,1.0,1.0,1.0,1.0,
5402,0.0,0.8327882409999999,0.966026966,0.999222784,0.993720934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960424790000001,1.0,1.0,1.0,
5632,0.0,0.775275248,0.9513932070000001,0.9877582050000001,0.999214576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5702,0.0,0.769882715,0.958207611,0.9810928950000001,0.990519387,1.0,0.991274565,1.0,0.9959630340000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5432,0.0,0.8180856240000001,0.9590642519999999,0.977540838,0.987882359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5522,0.0,0.805127025,0.9713209700000001,0.982916776,0.9967031259999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5492,0.0,0.7918420580000001,0.920157779,1.0,0.990677696,1.0,0.9988812039999999,1.0,0.989142784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5362,0.0,0.756721011,0.96216028,0.976451458,0.995581625,1.0,1.0,0.997572437,0.99164751,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5482,0.0,0.7942747299999999,0.9450392579999999,0.9948013880000002,0.99598228,1.0,0.996113549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5822,0.0,0.7785169219999999,0.956123472,0.99871354,0.9983352090000001,1.0,1.0,1.0,0.996187995,1.0,1.0,1.0,0.998714312,1.0,1.0,1.0,
5282,0.0,0.7502337050000001,0.9280019809999999,0.98431889,1.0,0.9984545969999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5582,0.0,0.799870166,0.9549525619999999,0.9813095479999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5332,0.0,0.786804032,0.892417054,0.9687647519999999,1.0,1.0,0.996897944,1.0,0.9951177259999999,1.0,0.99755293,1.0,1.0,1.0,1.0,1.0,
7432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5782,0.0,0.827582694,0.9238066609999999,0.95442444,0.9940551080000001,1.0,0.9947109550000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5572,0.0,0.804337068,0.933747473,0.956302309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5412,0.0,0.765578273,0.9434774860000001,0.990014266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5452,0.0,0.767771948,0.975615814,0.9743175940000001,0.997559777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5472,0.0,0.7298680449999999,0.9353531969999999,0.9819462440000001,0.9826170670000002,0.9987399530000001,0.9939612130000001,0.9998191869999999,0.999766195,1.0,1.0,1.0,0.9979184560000001,1.0,0.9984360970000001,1.0,
7222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5552,0.0,0.820867518,0.9567777549999998,0.995336732,0.9899592549999999,1.0,0.9991296330000001,1.0,0.9986384850000001,1.0,1.0,1.0,0.9954145329999999,1.0,1.0,1.0,
5542,0.0,0.819732883,0.931185956,0.9591021740000001,1.0,1.0,0.9971599699999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5722,0.0,0.7611055190000001,0.962803993,0.9761849869999999,0.987091878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5502,0.0,0.7460620849999999,0.9079768530000001,0.984239752,0.9882776210000002,0.9987971229999999,0.999321892,1.0,0.9998089419999999,1.0,1.0,1.0,0.998695236,1.0,1.0,1.0,
7472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5392,0.0,0.7948696339999999,0.9098392649999999,0.967541357,0.993970032,1.0,0.9919874870000001,1.0,1.0,1.0,1.0,0.999840009,1.0,1.0,1.0,1.0,
7372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5442,0.0,0.7639013910000001,0.9466297459999999,0.9908821119999999,0.9939728640000001,1.0,0.990815658,1.0,1.0,1.0,0.9996464190000001,1.0,0.995152287,1.0,1.0,1.0,
5852,0.0,0.7852219869999999,0.937912807,0.9938073299999999,0.985734631,1.0,0.99219723,1.0,0.9997605199999999,1.0,1.0,1.0,0.9959525119999999,1.0,1.0,1.0,
7232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5592,0.0,0.7645757790000001,0.917992116,0.97840599,0.9941627969999999,1.0,0.9972775110000001,1.0,0.9973119950000001,1.0,0.9991459089999999,1.0,0.9903647980000001,1.0,1.0,0.997778172,
7392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5872,0.0,0.801983094,0.926488591,0.977952742,1.0,1.0,0.997688779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5612,0.0,0.8034701279999998,0.9353968009999999,0.9763936320000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5302,0.0,0.8043511710000001,0.9363497370000001,0.9624061279999999,0.997367573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5462,0.0,0.803694986,0.9309345710000001,0.973500595,0.993471893,0.998140826,0.9969254230000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5672,0.0,0.750883755,0.8978649790000002,0.9917977459999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992967392,1.0,1.0,0.9990978540000001,
5422,0.0,0.788383635,0.9613050920000001,0.991411648,0.985472747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5732,0.0,0.8044641589999999,0.949067429,0.969107556,0.993446471,0.998042298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5652,0.0,0.775632723,0.902033122,0.976333003,1.0,0.9933863500000001,1.0,1.0,1.0,1.0,0.9999008719999999,1.0,1.0,1.0,1.0,1.0,
5752,0.0,0.7956692399999999,0.9104479770000001,0.9698616999999998,0.9906864970000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5842,0.0,0.78394425,0.9307992350000001,0.980121585,0.9911612009999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997942811,1.0,1.0,1.0,
7252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5682,0.0,0.764564711,0.937366345,0.976803529,1.0,0.998021739,1.0,0.9933802350000001,0.992879136,1.0,0.996576546,1.0,1.0,1.0,1.0,1.0,
5742,0.0,0.766375313,0.89995422,0.9437746229999998,0.9969840399999998,0.991695791,0.996456141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5692,0.0,0.793634889,0.91728251,0.969876002,1.0,1.0,0.998375204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5642,0.0,0.8091964349999999,0.95047359,0.962721071,0.9897786740000001,0.9979587200000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5802,0.0,0.749063898,0.9456539000000002,0.9860808990000001,0.9908062999999998,1.0,1.0,1.0,0.9965454730000001,0.997680544,1.0,1.0,0.9963356369999999,1.0,1.0,1.0,
5792,0.0,0.8117079239999999,0.920727707,0.9994563639999999,0.994812838,1.0,1.0,0.99916272,0.999988699,0.9982821829999999,1.0,1.0,1.0,1.0,1.0,1.0,
